0;355
1;288
2;222
3;469
4;479
5;177
6;235
7;364
8;307
9;479
10;240
11;209
12;228
13;217
14;271
15;245
16;328
17;487
18;300
19;294
20;392
21;181
22;274
23;299
24;232
25;187
26;333
27;260
28;456
29;376
30;185
31;193
32;249
33;287
34;476
35;409
36;350
37;326
38;338
39;331
40;267
41;293
42;328
43;483
44;322
45;182
46;270
47;478
48;480
49;264
50;456
51;426
52;206
53;486
54;336
55;447
56;420
57;271
58;299
59;370
60;414
61;206
62;391
63;262
64;434
65;329
66;279
67;355
68;319
69;377
70;461
71;188
72;310
73;339
74;481
75;494
76;338
77;178
78;166
79;318
80;210
81;231
82;439
83;399
84;198
85;261
86;266
87;339
88;444
89;432
90;236
91;346
92;284
93;255
94;324
95;476
96;436
97;442
98;429
99;267
100;277
101;230
102;315
103;338
104;495
105;431
106;424
107;339
108;305
109;203
110;258
111;423
112;443
113;345
114;445
115;206
116;256
117;237
118;308
119;412
120;299
121;362
122;484
123;277
124;408
125;336
126;269
127;271
128;197
129;224
130;439
131;410
132;411
133;215
134;267
135;185
136;257
137;364
138;215
139;436
140;320
141;306
142;445
143;382
144;267
145;444
146;470
147;425
148;168
149;299
150;271
151;382
152;405
153;228
154;219
155;412
156;425
157;378
158;209
159;260
160;327
161;377
162;480
163;193
164;256
165;391
166;397
167;361
168;242
169;475
170;339
171;184
172;487
173;322
174;222
175;293
176;319
177;376
178;319
179;245
180;285
181;350
182;177
183;266
184;489
185;194
186;341
187;400
188;166
189;237
190;214
191;418
192;248
193;350
194;415
195;309
196;489
197;216
198;175
199;296
200;297
201;170
202;356
203;418
204;370
205;330
206;316
207;197
208;207
209;453
210;165
211;279
212;431
213;241
214;345
215;215
216;394
217;391
218;331
219;228
220;327
221;359
222;386
223;264
224;256
225;217
226;184
227;277
228;449
229;298
230;485
231;183
232;226
233;373
234;303
235;385
236;416
237;256
238;325
239;373
240;169
241;444
242;292
243;497
244;341
245;227
246;238
247;459
248;251
249;198
250;187
251;188
252;207
253;190
254;311
255;480
256;371
257;394
258;272
259;319
260;399
261;180
262;454
263;457
264;330
265;287
266;188
267;458
268;392
269;455
270;489
271;251
272;424
273;288
274;356
275;196
276;324
277;250
278;161
279;378
280;451
281;418
282;379
283;218
284;315
285;252
286;368
287;374
288;221
289;280
290;419
291;222
292;353
293;398
294;404
295;453
296;469
297;499
298;306
299;475
300;497
301;440
302;481
303;357
304;330
305;432
306;250
307;348
308;354
309;200
310;315
311;490
312;433
313;359
314;262
315;327
316;378
317;292
318;227
319;248
320;363
321;280
322;184
323;229
324;323
325;351
326;249
327;314
328;321
329;274
330;374
331;352
332;447
333;319
334;160
335;317
336;354
337;409
338;293
339;292
340;259
341;453
342;490
343;304
344;184
345;432
346;266
347;420
348;197
349;435
350;183
351;392
352;483
353;209
354;341
355;391
356;172
357;317
358;475
359;249
360;261
361;485
362;317
363;363
364;495
365;249
366;315
367;385
368;413
369;218
370;282
371;174
372;369
373;423
374;278
375;191
376;435
377;302
378;296
379;457
380;253
381;227
382;358
383;186
384;251
385;164
386;253
387;314
388;244
389;465
390;197
391;327
392;236
393;167
394;170
395;480
396;465
397;329
398;485
399;287
400;368
401;224
402;296
403;269
404;309
405;341
406;387
407;197
408;413
409;251
410;185
411;180
412;353
413;190
414;401
415;430
416;217
417;213
418;468
419;326
420;281
421;304
422;267
423;284
424;494
425;186
426;280
427;308
428;375
429;269
430;461
431;448
432;371
433;167
434;407
435;199
436;449
437;329
438;365
439;365
440;276
441;399
442;306
443;310
444;458
445;429
446;392
447;337
448;380
449;334
450;208
451;320
452;284
453;476
454;467
455;289
456;377
457;434
458;244
459;174
460;413
461;309
462;447
463;452
464;378
465;346
466;245
467;394
468;370
469;385
470;245
471;261
472;208
473;169
474;284
475;422
476;203
477;411
478;464
479;468
480;314
481;432
482;272
483;441
484;254
485;217
486;327
487;360
488;381
489;280
490;179
491;430
492;312
493;218
494;173
495;425
496;276
497;388
498;336
499;377
500;495
501;423
502;339
503;408
504;216
505;296
506;358
507;173
508;493
509;251
510;256
511;400
512;410
513;318
514;295
515;310
516;464
517;260
518;238
519;383
520;348
521;273
522;272
523;328
524;386
525;336
526;360
527;345
528;236
529;329
530;450
531;358
532;431
533;386
534;395
535;317
536;387
